Road Status,State Name,State FIPS,County,County FIPS,Tract Name,Tract GeoID,Median income (est.),Median income (margin of error)
0,Iowa,19,Polk County,153,45.02,19153004502,"$50,329.00","$9,937.00"
0,Iowa,19,Polk County,153,46.02,19153004602,"$36,193.00","$7,663.00"
0,Iowa,19,Polk County,153,46.03,19153004603,"$51,063.00","$15,295.00"
0,Iowa,19,Polk County,153,47.01,19153004701,"$42,960.00","$5,577.00"
0,Iowa,19,Polk County,153,47.02,19153004702,"$37,339.00","$3,712.00"
0,Iowa,19,Polk County,153,48,19153004800,"$31,184.00","$7,463.00"
0,Iowa,19,Polk County,153,49,19153004900,"$21,992.00","$4,080.00"
0,Iowa,19,Polk County,153,50,19153005000,"$29,432.00","$11,262.00"
0,Iowa,19,Polk County,153,51,19153005100,"$29,239.00","$14,570.00"
0,Iowa,19,Polk County,153,52,19153005200,"$33,109.00","$2,723.00"
0,Iowa,19,Polk County,153,53,19153005300,"$48,309.00","$2,601.00"
0,Iowa,19,Polk County,153,101.01,19153010101,"$73,659.00","$9,903.00"
0,Iowa,19,Polk County,153,101.02,19153010102,"$74,703.00","$6,493.00"
0,Iowa,19,Polk County,153,102.03,19153010203,"$94,156.00","$15,987.00"
0,Iowa,19,Polk County,153,102.05,19153010205,"$66,250.00","$6,049.00"
0,Iowa,19,Polk County,153,102.07,19153010207,"$64,896.00","$10,755.00"
0,Iowa,19,Polk County,153,102.08,19153010208,"$70,755.00","$11,304.00"
0,Iowa,19,Polk County,153,102.09,19153010209,"$57,290.00","$8,379.00"
0,Iowa,19,Polk County,153,102.11,19153010211,"$57,347.00","$8,521.00"
0,Iowa,19,Polk County,153,102.12,19153010212,"$66,579.00","$10,430.00"
0,Iowa,19,Polk County,153,104.04,19153010404,"$73,157.00","$6,986.00"
0,Iowa,19,Polk County,153,104.05,19153010405,"$59,258.00","$12,470.00"
0,Iowa,19,Polk County,153,104.06,19153010406,"$62,894.00","$7,342.00"
0,Iowa,19,Polk County,153,104.07,19153010407,"$86,518.00","$12,174.00"
0,Iowa,19,Polk County,153,104.08,19153010408,"$52,500.00","$12,664.00"
0,Iowa,19,Polk County,153,104.09,19153010409,"$75,341.00","$10,764.00"
0,Iowa,19,Polk County,153,105,19153010500,"$60,013.00","$5,271.00"
0,Iowa,19,Polk County,153,106,19153010600,"$61,864.00","$8,626.00"
0,Iowa,19,Polk County,153,107.02,19153010702,"$71,549.00","$5,949.00"
0,Iowa,19,Polk County,153,107.03,19153010703,"$60,824.00","$10,847.00"
0,Iowa,19,Polk County,153,107.05,19153010705,"$72,083.00","$9,663.00"
0,Iowa,19,Polk County,153,107.06,19153010706,"$86,167.00","$16,613.00"
0,Iowa,19,Polk County,153,108.02,19153010802,"$58,958.00","$7,501.00"
0,Iowa,19,Polk County,153,108.03,19153010803,"$66,466.00","$6,192.00"
0,Iowa,19,Polk County,153,108.04,19153010804,"$84,508.00","$11,732.00"
0,Iowa,19,Polk County,153,110.01,19153011001,"$40,568.00","$3,963.00"
0,Iowa,19,Polk County,153,110.21,19153011021,"$82,813.00","$3,930.00"
0,Iowa,19,Polk County,153,110.25,19153011025,"$102,021.00","$13,242.00"
0,Iowa,19,Polk County,153,110.26,19153011026,"$92,301.00","$14,305.00"
0,Iowa,19,Polk County,153,110.27,19153011027,"$72,122.00","$9,102.00"
0,Iowa,19,Polk County,153,110.28,19153011028,"$69,559.00","$21,491.00"
0,Iowa,19,Polk County,153,111.11,19153011111,"$51,579.00","$6,114.00"
0,Iowa,19,Polk County,153,111.12,19153011112,"$71,150.00","$7,153.00"
0,Iowa,19,Polk County,153,111.13,19153011113,"$55,000.00","$5,874.00"
0,Iowa,19,Polk County,153,111.14,19153011114,"$53,599.00","$8,797.00"
0,Iowa,19,Polk County,153,112.01,19153011201,"$58,370.00","$14,477.00"
0,Iowa,19,Polk County,153,112.03,19153011203,"$147,734.00","$24,128.00"
0,Iowa,19,Polk County,153,112.05,19153011205,"$43,419.00","$9,514.00"
0,Iowa,19,Polk County,153,112.06,19153011206,"$94,883.00","$7,062.00"
0,Iowa,19,Polk County,153,113,19153011300,"$88,871.00","$13,629.00"
0,Iowa,19,Polk County,153,114.04,19153011404,"$100,902.00","$10,282.00"
0,Iowa,19,Polk County,153,115,19153011500,"$96,020.00","$9,076.00"
0,Iowa,19,Polk County,153,116,19153011600,-,
0,Iowa,19,Polk County,153,117.01,19153011701,"$119,265.00","$6,547.00"
0,Iowa,19,Polk County,153,117.02,19153011702,"$72,716.00","$8,426.00"
0,Iowa,19,Pottawattamie County,155,212,19155021200,"$48,333.00","$16,582.00"
0,Iowa,19,Pottawattamie County,155,214,19155021400,"$86,500.00","$12,569.00"
0,Iowa,19,Pottawattamie County,155,215.01,19155021501,"$63,594.00","$6,857.00"
0,Iowa,19,Pottawattamie County,155,215.02,19155021502,"$51,849.00","$3,556.00"
0,Iowa,19,Pottawattamie County,155,216.02,19155021602,"$74,224.00","$6,323.00"
0,Iowa,19,Pottawattamie County,155,216.03,19155021603,"$78,182.00","$6,133.00"
0,Iowa,19,Pottawattamie County,155,217.01,19155021701,"$67,530.00","$6,465.00"
0,Iowa,19,Pottawattamie County,155,217.02,19155021702,"$56,818.00","$3,559.00"
0,Iowa,19,Pottawattamie County,155,301,19155030100,"$61,217.00","$6,102.00"
0,Iowa,19,Pottawattamie County,155,302,19155030200,"$49,519.00","$14,844.00"
0,Iowa,19,Pottawattamie County,155,303,19155030300,"$43,382.00","$9,854.00"
0,Iowa,19,Pottawattamie County,155,304.01,19155030401,"$42,428.00","$4,488.00"
0,Iowa,19,Pottawattamie County,155,304.02,19155030402,"$33,776.00","$4,678.00"
0,Iowa,19,Pottawattamie County,155,305.01,19155030501,"$43,098.00","$8,128.00"
0,Iowa,19,Pottawattamie County,155,305.02,19155030502,"$42,108.00","$4,560.00"
0,Iowa,19,Pottawattamie County,155,306.01,19155030601,"$41,862.00","$2,034.00"
0,Iowa,19,Pottawattamie County,155,306.02,19155030602,"$32,500.00","$6,764.00"
0,Iowa,19,Pottawattamie County,155,307,19155030700,"$28,750.00","$10,853.00"
0,Iowa,19,Pottawattamie County,155,308,19155030800,"$51,645.00","$4,221.00"
0,Iowa,19,Pottawattamie County,155,309,19155030900,"$16,516.00","$2,873.00"
0,Iowa,19,Pottawattamie County,155,310,19155031000,"$42,547.00","$4,747.00"
0,Iowa,19,Pottawattamie County,155,311,19155031100,"$40,761.00","$6,497.00"
0,Iowa,19,Pottawattamie County,155,312,19155031200,"$54,781.00","$8,131.00"
0,Iowa,19,Pottawattamie County,155,313,19155031300,"$44,438.00","$14,371.00"
0,Iowa,19,Pottawattamie County,155,314,19155031400,"$50,432.00","$2,975.00"
0,Iowa,19,Pottawattamie County,155,316.01,19155031601,"$85,625.00","$11,464.00"
0,Iowa,19,Pottawattamie County,155,316.02,19155031602,"$70,625.00","$8,652.00"
0,Iowa,19,Pottawattamie County,155,317,19155031700,"$60,625.00","$10,961.00"
0,Iowa,19,Pottawattamie County,155,318,19155031800,"$60,870.00","$10,833.00"
0,Iowa,19,Pottawattamie County,155,319,19155031900,"$66,667.00","$10,910.00"
0,Iowa,19,Poweshiek County,157,3701,19157370100,"$52,024.00","$4,624.00"
0,Iowa,19,Poweshiek County,157,3702,19157370200,"$61,860.00","$7,958.00"
0,Iowa,19,Poweshiek County,157,3703,19157370300,"$62,324.00","$9,529.00"
0,Iowa,19,Poweshiek County,157,3704,19157370400,"$34,044.00","$3,923.00"
0,Iowa,19,Poweshiek County,157,3705,19157370500,"$52,000.00","$5,669.00"
0,Iowa,19,Ringgold County,159,9501,19159950100,"$53,846.00","$5,502.00"
0,Iowa,19,Ringgold County,159,9502,19159950200,"$41,908.00","$4,312.00"
0,Iowa,19,Sac County,161,801,19161080100,"$48,676.00","$2,985.00"
0,Iowa,19,Sac County,161,802,19161080200,"$50,708.00","$3,725.00"
0,Iowa,19,Sac County,161,803,19161080300,"$54,231.00","$4,003.00"
0,Iowa,19,Sac County,161,804,19161080400,"$46,163.00","$2,469.00"
0,Iowa,19,Scott County,163,101.01,19163010101,"$71,207.00","$6,249.00"
0,Iowa,19,Scott County,163,101.02,19163010102,"$87,282.00","$7,387.00"
0,Iowa,19,Scott County,163,102.01,19163010201,"$58,167.00","$13,202.00"
0,Iowa,19,Scott County,163,102.02,19163010202,"$82,951.00","$6,635.00"
0,Iowa,19,Scott County,163,103,19163010300,"$65,962.00","$14,286.00"
0,Iowa,19,Scott County,163,104.01,19163010401,"$69,436.00","$5,023.00"
0,Iowa,19,Scott County,163,104.02,19163010402,"$63,824.00","$8,088.00"
0,Iowa,19,Scott County,163,106,19163010600,"$20,192.00","$4,392.00"
0,Iowa,19,Scott County,163,107,19163010700,"$35,647.00","$15,187.00"
0,Iowa,19,Scott County,163,108,19163010800,"$29,318.00","$7,735.00"
0,Iowa,19,Scott County,163,109,19163010900,"$23,393.00","$5,130.00"
0,Iowa,19,Scott County,163,110,19163011000,"$29,072.00","$5,106.00"
0,Iowa,19,Scott County,163,111,19163011100,"$49,393.00","$4,159.00"
0,Iowa,19,Scott County,163,112,19163011200,"$33,929.00","$8,062.00"
0,Iowa,19,Scott County,163,113,19163011300,"$33,542.00","$13,553.00"
0,Iowa,19,Scott County,163,114,19163011400,"$39,470.00","$9,147.00"
0,Iowa,19,Scott County,163,115,19163011500,"$33,947.00","$7,960.00"
0,Iowa,19,Scott County,163,116,19163011600,"$52,003.00","$3,270.00"
0,Iowa,19,Scott County,163,117,19163011700,"$48,102.00","$10,521.00"
0,Iowa,19,Scott County,163,118,19163011800,"$46,800.00","$9,041.00"
0,Iowa,19,Scott County,163,119,19163011900,"$50,688.00","$2,514.00"
0,Iowa,19,Scott County,163,120,19163012000,"$51,806.00","$4,865.00"
0,Iowa,19,Scott County,163,121,19163012100,"$55,556.00","$2,362.00"
0,Iowa,19,Scott County,163,122,19163012200,"$39,787.00","$4,535.00"
0,Iowa,19,Scott County,163,123,19163012300,"$33,750.00","$7,643.00"
0,Iowa,19,Scott County,163,124,19163012400,"$48,125.00","$10,149.00"
0,Iowa,19,Scott County,163,125.01,19163012501,"$46,000.00","$9,039.00"
0,Iowa,19,Scott County,163,125.02,19163012502,"$57,045.00","$9,870.00"
0,Iowa,19,Scott County,163,126.01,19163012601,"$45,972.00","$12,559.00"
0,Iowa,19,Scott County,163,126.02,19163012602,"$49,750.00","$8,785.00"
0,Iowa,19,Scott County,163,127.01,19163012701,"$57,170.00","$7,921.00"
0,Iowa,19,Scott County,163,127.02,19163012702,"$55,298.00","$7,652.00"
0,Iowa,19,Scott County,163,128.01,19163012801,"$60,351.00","$4,762.00"
0,Iowa,19,Scott County,163,128.02,19163012802,"$47,923.00","$5,245.00"
0,Iowa,19,Scott County,163,129.01,19163012901,"$44,136.00","$6,602.00"
0,Iowa,19,Scott County,163,129.02,19163012902,"$54,263.00","$10,643.00"
0,Iowa,19,Scott County,163,130,19163013000,"$55,232.00","$5,438.00"
0,Iowa,19,Scott County,163,131,19163013100,"$91,523.00","$10,052.00"
0,Iowa,19,Scott County,163,132,19163013200,"$66,364.00","$8,519.00"
0,Iowa,19,Scott County,163,133,19163013300,"$53,000.00","$6,385.00"
0,Iowa,19,Scott County,163,134,19163013400,"$52,361.00","$10,195.00"
0,Iowa,19,Scott County,163,135,19163013500,"$57,243.00","$12,662.00"
0,Iowa,19,Scott County,163,136,19163013600,"$68,295.00","$10,231.00"
0,Iowa,19,Scott County,163,137.02,19163013702,"$91,048.00","$12,170.00"
0,Iowa,19,Scott County,163,137.03,19163013703,"$94,450.00","$4,899.00"
0,Iowa,19,Scott County,163,137.05,19163013705,"$57,132.00","$12,533.00"
0,Iowa,19,Scott County,163,137.06,19163013706,"$119,167.00","$16,165.00"
0,Iowa,19,Shelby County,165,9601,19165960100,"$54,375.00","$6,471.00"
0,Iowa,19,Shelby County,165,9602,19165960200,"$52,077.00","$4,105.00"
0,Iowa,19,Shelby County,165,9603,19165960300,"$50,000.00","$8,128.00"
0,Iowa,19,Shelby County,165,9604,19165960400,"$40,473.00","$7,011.00"
0,Iowa,19,Sioux County,167,701,19167070100,"$61,923.00","$2,458.00"
0,Iowa,19,Sioux County,167,702,19167070200,"$62,829.00","$7,523.00"
0,Iowa,19,Sioux County,167,703,19167070300,"$63,625.00","$4,440.00"
0,Iowa,19,Sioux County,167,704,19167070400,"$51,250.00","$5,238.00"
0,Iowa,19,Sioux County,167,705,19167070500,"$63,594.00","$4,655.00"
0,Iowa,19,Sioux County,167,706,19167070600,"$62,736.00","$7,322.00"
0,Iowa,19,Sioux County,167,707,19167070700,"$64,840.00","$6,306.00"
0,Iowa,19,Story County,169,1,19169000100,"$87,565.00","$9,301.00"
0,Iowa,19,Story County,169,2,19169000200,"$68,446.00","$10,302.00"
0,Iowa,19,Story County,169,3,19169000300,"$51,638.00","$3,032.00"
0,Iowa,19,Story County,169,4,19169000400,"$70,888.00","$5,060.00"
0,Iowa,19,Story County,169,5,19169000500,"$12,764.00","$2,228.00"
0,Iowa,19,Story County,169,6,19169000600,"$66,019.00","$10,906.00"
0,Iowa,19,Story County,169,7,19169000700,"$18,794.00","$2,857.00"
0,Iowa,19,Story County,169,8,19169000800,,
0,Iowa,19,Story County,169,9,19169000900,"$47,372.00","$6,187.00"
0,Iowa,19,Story County,169,10,19169001000,"$25,438.00","$4,887.00"
0,Iowa,19,Story County,169,11,19169001100,"$18,932.00","$4,577.00"
0,Iowa,19,Story County,169,12,19169001200,"$77,083.00","$72,342.00"
0,Iowa,19,Story County,169,13.01,19169001301,"$30,502.00","$5,045.00"
0,Iowa,19,Story County,169,13.02,19169001302,"$54,281.00","$5,322.00"
0,Iowa,19,Story County,169,101,19169010100,"$67,844.00","$6,855.00"
0,Iowa,19,Story County,169,102,19169010200,"$63,542.00","$4,041.00"
0,Iowa,19,Story County,169,103,19169010300,"$61,250.00","$6,188.00"
0,Iowa,19,Story County,169,104,19169010400,"$55,125.00","$7,734.00"
0,Iowa,19,Story County,169,105,19169010500,"$63,750.00","$10,975.00"
0,Iowa,19,Story County,169,106,19169010600,"$60,129.00","$5,284.00"
0,Iowa,19,Tama County,171,2901,19171290100,"$61,847.00","$6,498.00"
0,Iowa,19,Tama County,171,2902,19171290200,"$56,724.00","$8,567.00"
0,Iowa,19,Tama County,171,2903,19171290300,"$60,071.00","$4,177.00"
0,Iowa,19,Tama County,171,2904,19171290400,"$51,950.00","$5,518.00"
0,Iowa,19,Tama County,171,2905,19171290500,"$50,634.00","$2,437.00"
0,Iowa,19,Tama County,171,2906,19171290600,"$53,958.00","$6,900.00"
0,Iowa,19,Taylor County,173,1801,19173180100,"$39,787.00","$2,891.00"
0,Iowa,19,Taylor County,173,1802,19173180200,"$38,182.00","$5,532.00"
0,Iowa,19,Taylor County,173,1803,19173180300,"$56,861.00","$2,516.00"
0,Iowa,19,Union County,175,1901,19175190100,"$44,412.00","$3,490.00"
0,Iowa,19,Union County,175,1902,19175190200,"$40,692.00","$3,153.00"
0,Iowa,19,Union County,175,1903,19175190300,"$58,438.00","$10,738.00"
0,Iowa,19,Union County,175,1904,19175190400,"$43,052.00","$6,545.00"
0,Iowa,19,Van Buren County,177,9501,19177950100,"$45,192.00","$2,858.00"
0,Iowa,19,Van Buren County,177,9502,19177950200,"$45,000.00","$4,681.00"
0,Iowa,19,Wapello County,179,9601,19179960100,"$56,047.00","$7,254.00"
0,Iowa,19,Wapello County,179,9602,19179960200,"$21,224.00","$2,557.00"
0,Iowa,19,Wapello County,179,9603,19179960300,"$58,829.00","$4,221.00"
0,Iowa,19,Wapello County,179,9604,19179960400,"$41,898.00","$4,881.00"
0,Iowa,19,Wapello County,179,9605,19179960500,"$30,932.00","$6,458.00"
0,Iowa,19,Wapello County,179,9606,19179960600,"$33,856.00","$6,110.00"
0,Iowa,19,Wapello County,179,9607,19179960700,"$55,189.00","$11,241.00"
0,Iowa,19,Wapello County,179,9608,19179960800,"$45,179.00","$7,884.00"
0,Iowa,19,Wapello County,179,9609,19179960900,"$27,674.00","$5,869.00"
0,Iowa,19,Wapello County,179,9610,19179961000,"$36,295.00","$5,539.00"
0,Iowa,19,Wapello County,179,9611,19179961100,"$42,246.00","$3,810.00"
0,Iowa,19,Warren County,181,201,19181020100,"$60,417.00","$7,749.00"
0,Iowa,19,Warren County,181,202,19181020200,"$75,787.00","$6,810.00"
0,Iowa,19,Warren County,181,203,19181020300,"$86,779.00","$6,030.00"
0,Iowa,19,Warren County,181,204,19181020400,"$59,167.00","$7,464.00"
0,Iowa,19,Warren County,181,205,19181020500,"$69,327.00","$8,561.00"
0,Iowa,19,Warren County,181,206,19181020600,"$79,773.00","$11,175.00"
0,Iowa,19,Warren County,181,207,19181020700,"$55,793.00","$13,386.00"
0,Iowa,19,Warren County,181,208,19181020800,"$67,375.00","$6,844.00"
0,Iowa,19,Warren County,181,209,19181020900,"$41,960.00","$7,544.00"
0,Iowa,19,Warren County,181,210,19181021000,"$41,121.00","$3,198.00"
0,Iowa,19,Warren County,181,211,19181021100,"$71,544.00","$6,315.00"
0,Iowa,19,Warren County,181,212,19181021200,"$60,758.00","$4,724.00"
0,Iowa,19,Washington County,183,9601,19183960100,"$60,152.00","$5,447.00"
0,Iowa,19,Washington County,183,9602,19183960200,"$57,632.00","$6,071.00"
0,Iowa,19,Washington County,183,9603,19183960300,"$43,839.00","$5,357.00"
0,Iowa,19,Washington County,183,9604,19183960400,"$46,439.00","$4,720.00"
0,Iowa,19,Washington County,183,9605,19183960500,"$76,905.00","$8,719.00"
0,Iowa,19,Wayne County,185,701,19185070100,"$49,181.00","$4,319.00"
0,Iowa,19,Wayne County,185,702,19185070200,"$47,679.00","$7,176.00"
0,Iowa,19,Wayne County,185,703,19185070300,"$37,721.00","$2,149.00"
0,Iowa,19,Webster County,187,1,19187000100,"$49,155.00","$7,830.00"
0,Iowa,19,Webster County,187,2,19187000200,"$59,167.00","$10,891.00"
0,Iowa,19,Webster County,187,3,19187000300,"$35,270.00","$6,169.00"
0,Iowa,19,Webster County,187,4,19187000400,"$27,153.00","$11,924.00"
0,Iowa,19,Webster County,187,5,19187000500,"$34,531.00","$7,885.00"
0,Iowa,19,Webster County,187,6,19187000600,"$34,776.00","$6,509.00"
0,Iowa,19,Webster County,187,7,19187000700,"$22,672.00","$7,577.00"
0,Iowa,19,Webster County,187,9,19187000900,"$30,323.00","$10,616.00"
0,Iowa,19,Webster County,187,101,19187010100,"$54,766.00","$11,437.00"
0,Iowa,19,Webster County,187,102,19187010200,"$69,732.00","$9,228.00"
0,Iowa,19,Webster County,187,103,19187010300,"$48,026.00","$3,935.00"
0,Iowa,19,Webster County,187,104,19187010400,"$44,639.00","$3,346.00"
0,Iowa,19,Winnebago County,189,6801,19189680100,"$47,877.00","$3,492.00"
0,Iowa,19,Winnebago County,189,6802,19189680200,"$50,833.00","$9,419.00"
0,Iowa,19,Winnebago County,189,6803,19189680300,"$45,833.00","$6,061.00"
0,Iowa,19,Winneshiek County,191,9501,19191950100,"$55,458.00","$4,642.00"
0,Iowa,19,Winneshiek County,191,9502,19191950200,"$54,128.00","$5,172.00"
0,Iowa,19,Winneshiek County,191,9503,19191950300,"$54,787.00","$6,617.00"
0,Iowa,19,Winneshiek County,191,9504,19191950400,"$58,679.00","$5,685.00"
0,Iowa,19,Winneshiek County,191,9505,19191950500,"$50,475.00","$4,392.00"
0,Iowa,19,Woodbury County,193,1,19193000100,"$34,434.00","$2,657.00"
0,Iowa,19,Woodbury County,193,2,19193000200,"$49,556.00","$7,768.00"
0,Iowa,19,Woodbury County,193,3,19193000300,"$56,948.00","$15,970.00"
0,Iowa,19,Woodbury County,193,4,19193000400,"$73,051.00","$4,113.00"
0,Iowa,19,Woodbury County,193,5,19193000500,"$55,946.00","$7,816.00"
0,Iowa,19,Woodbury County,193,6,19193000600,"$36,458.00","$6,524.00"
0,Iowa,19,Woodbury County,193,7,19193000700,"$50,323.00","$5,785.00"
0,Iowa,19,Woodbury County,193,8,19193000800,"$41,545.00","$5,920.00"
0,Iowa,19,Woodbury County,193,9,19193000900,"$51,964.00","$12,289.00"
0,Iowa,19,Woodbury County,193,10,19193001000,"$30,594.00","$4,639.00"
0,Iowa,19,Woodbury County,193,11,19193001100,"$35,225.00","$6,470.00"
0,Iowa,19,Woodbury County,193,12,19193001200,"$27,363.00","$4,133.00"
0,Iowa,19,Woodbury County,193,13,19193001300,"$17,401.00","$15,668.00"
0,Iowa,19,Woodbury County,193,14,19193001400,"$33,669.00","$9,555.00"
0,Iowa,19,Woodbury County,193,15,19193001500,"$20,760.00","$3,259.00"
0,Iowa,19,Woodbury County,193,18,19193001800,"$43,290.00","$5,466.00"
0,Iowa,19,Woodbury County,193,19,19193001900,"$46,932.00","$9,065.00"
0,Iowa,19,Woodbury County,193,20,19193002000,"$50,337.00","$9,455.00"
0,Iowa,19,Woodbury County,193,21.01,19193002101,"$67,410.00","$6,734.00"
0,Iowa,19,Woodbury County,193,21.02,19193002102,"$61,218.00","$8,608.00"
0,Iowa,19,Woodbury County,193,31,19193003100,"$46,835.00","$3,211.00"
0,Iowa,19,Woodbury County,193,32,19193003200,"$66,418.00","$3,116.00"
0,Iowa,19,Woodbury County,193,33,19193003300,"$81,944.00","$9,765.00"
0,Iowa,19,Woodbury County,193,35,19193003500,"$61,607.00","$4,882.00"
0,Iowa,19,Woodbury County,193,36,19193003600,"$19,647.00","$3,984.00"
0,Iowa,19,Woodbury County,193,9402,19193940200,,
0,Iowa,19,Worth County,195,6901,19195690100,"$41,055.00","$7,212.00"
0,Iowa,19,Worth County,195,6902,19195690200,"$57,104.00","$9,124.00"
0,Iowa,19,Worth County,195,6903,19195690300,"$43,977.00","$7,885.00"
0,Iowa,19,Wright County,197,6801,19197680100,"$47,917.00","$6,928.00"
0,Iowa,19,Wright County,197,6802,19197680200,"$47,656.00","$6,802.00"
0,Iowa,19,Wright County,197,6803,19197680300,"$40,039.00","$5,625.00"
0,Iowa,19,Wright County,197,6804,19197680400,"$45,469.00","$9,451.00"
0,Iowa,19,Wright County,197,6805,19197680500,"$40,675.00","$5,607.00"
